id,availability,balcony_area,bath_area,bath_full_area,bath_half_area,bedroom_area,building,category,cellar_area,cellar_included,cellar_price_per_sm,city,completed,corridor_area,currency,date_added,date_added_numeric,date_construction_completion,date_reserved,date_reserved_numeric,date_sale_completion,date_sold,date_sold_numeric,developer,dining_area,DOM,energy_efficiency,entity_buyer,entry_area,equipment,exterior_area,first_seen,floor,floor_area,garden_area,internal_buyer,kitchen_area,layout,lee,living_area,living_room_area,orientation,parking_included,parking_indoor_price,parking_outdoor_price,payment_construction,payment_contract,payment_occupancy,permit_regular,phase,price,price_real,stairs_area,storage_area,terrace_area,wardrobe_area,months_till_completed,price_per_sm,price_per_sm_real,total_area,building_id,developer_id,project_id,files,images,bath_count,last_seen,garages,baths
156348,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 53,{0.00},459.0,,False,{0.00},,{13.41},12/23/2022,3.0,84.36,{0.00},False,{0.00},LAYOUT_4,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,454900.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,5392.37,0.0,97.77,0.0,1015.0,1618.0,,,,3/25/2024,,
156390,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 53,{0.00},459.0,,False,{0.00},,{5.15},12/23/2022,4.0,33.02,{0.00},False,{0.00},LAYOUT_1,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,199900.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,6053.91,0.0,38.17,0.0,1015.0,1618.0,,,,3/25/2024,,
156352,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 53,{0.00},459.0,,False,{0.00},,{11.37},12/23/2022,4.0,53.86,{0.00},False,{0.00},LAYOUT_2,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,299900.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,5568.14,0.0,65.23,0.0,1015.0,1618.0,,,,3/25/2024,,
283388,RESERVED,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 29,{0.00},41.0,,False,{0.00},,{4.22},2/4/2024,4.0,77.3,{0.00},False,{0.00},LAYOUT_3,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,0.0,0.0,81.52,,2152.0,4123.0,,,,3/15/2024,,
156361,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 53,{0.00},459.0,,False,{0.00},,{10.39},12/23/2022,4.0,52.84,{0.00},False,{0.00},LAYOUT_2,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,284900.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,5391.75,0.0,63.23,0.0,1015.0,1618.0,,,,3/25/2024,,
156376,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 53,{0.00},459.0,,False,{0.00},,{10.24},12/23/2022,4.0,53.89,{0.00},False,{0.00},LAYOUT_2,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,299900.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,5565.04,0.0,64.13,0.0,1015.0,1618.0,,,,3/25/2024,,
286451,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",C,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 15,{0.00},28.0,,False,{0.00},,{8.50},2/27/2024,5.0,52.26,{0.00},False,{0.00},LAYOUT_2,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,287000.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,5491.77,0.0,62.54,,2175.0,4166.0,,,,3/25/2024,,
158160,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 45,{0.00},445.0,,False,{0.00},,{3.17},1/6/2023,2.0,63.23,{0.00},False,{0.00},LAYOUT_3,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,234900.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,3715.01,0.0,66.4,0.0,1029.0,1635.0,,,,3/25/2024,,
158151,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 45,{0.00},445.0,,False,{0.00},,{4.19},1/6/2023,2.0,40.29,{0.00},False,{0.00},LAYOUT_2,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,146800.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,3643.58,0.0,44.48,0.0,1029.0,1635.0,,,,3/25/2024,,
158162,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 45,{0.00},445.0,,False,{0.00},,{4.43},1/6/2023,2.0,51.83,{0.00},False,{0.00},LAYOUT_3,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,198000.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,3820.18,0.0,56.26,0.0,1029.0,1635.0,,,,3/25/2024,,
158118,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 45,{0.00},445.0,,False,{0.00},,{34.00},1/6/2023,1.0,38.52,{0.00},False,{0.00},LAYOUT_1,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,151500.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,3933.02,0.0,72.52,0.0,1029.0,1635.0,,,,3/25/2024,,
158164,RESERVED,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 45,{0.00},445.0,,False,{0.00},,{3.60},1/6/2023,2.0,40.67,{0.00},False,{0.00},LAYOUT_2,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,0.0,0.0,44.27,0.0,1029.0,1635.0,,,,3/25/2024,,
207671,RESERVED,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 23,{0.00},232.0,,False,{0.00},,{11.76},8/7/2023,2.0,58.28,{0.00},False,{0.00},LAYOUT_2,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,0.0,0.0,70.04,,1889.0,3232.0,,,,3/25/2024,,
207712,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 54,{0.00},231.0,,False,{0.00},,{43.30},8/8/2023,1.0,108.02,{0.00},False,{0.00},LAYOUT_3,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,219900.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,2035.73,0.0,151.32,,1890.0,3233.0,,,,3/25/2024,,
156264,RESERVED,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 55,{0.00},459.0,,False,{0.00},,{2.90},12/23/2022,3.0,67.38,{0.00},False,{0.00},LAYOUT_3,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,199000.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,2953.4,0.0,70.28,0.0,1012.0,1615.0,,,,3/25/2024,,
207713,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 54,{0.00},231.0,,False,{0.00},,{43.30},8/8/2023,2.0,108.02,{0.00},False,{0.00},LAYOUT_3,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,219900.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,2035.73,0.0,151.32,,1890.0,3233.0,,,,3/25/2024,,
156421,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 56,{0.00},459.0,,False,{0.00},,{0.54},12/23/2022,2.0,47.9,{0.00},False,{0.00},LAYOUT_2,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,0.0,0.0,48.44,0.0,487.0,1619.0,,,,3/25/2024,,
156413,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 56,{0.00},459.0,,False,{0.00},,{0.00},12/23/2022,2.0,44.38,{0.00},False,{0.00},LAYOUT_2,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,0.0,0.0,44.38,0.0,487.0,1619.0,,,,3/25/2024,,
156494,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 56,{0.00},459.0,,False,{0.00},,{0.54},12/23/2022,2.0,54.29,{0.00},False,{0.00},LAYOUT_2,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,0.0,0.0,54.83,0.0,487.0,1619.0,,,,3/25/2024,,
286441,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",C,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 15,{0.00},28.0,,False,{0.00},,{7.50},2/27/2024,6.0,58.96,{0.00},False,{0.00},LAYOUT_2,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,308000.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,5223.88,0.0,67.98,,2175.0,4166.0,,,,3/25/2024,,
156498,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 56,{0.00},459.0,,False,{0.00},,{9.38},12/23/2022,5.0,91.61,{0.00},False,{0.00},LAYOUT_4,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,0.0,0.0,100.99,0.0,487.0,1619.0,,,,3/25/2024,,
156448,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 56,{0.00},459.0,,False,{0.00},,{3.78},12/23/2022,5.0,59.7,{0.00},False,{0.00},LAYOUT_3,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,0.0,0.0,63.48,0.0,487.0,1619.0,,,,3/25/2024,,
156459,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 56,{0.00},459.0,,False,{0.00},,{4.00},12/23/2022,6.0,65.06,{0.00},False,{0.00},LAYOUT_2,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,0.0,0.0,69.06,0.0,487.0,1619.0,,,,3/25/2024,,
155591,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",A2,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 2,{0.00},459.0,,False,{0.00},,{5.00},12/23/2022,2.0,31.0,{0.00},False,{0.00},LAYOUT_1,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,152750.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,4927.42,0.0,35.0,0.0,564.0,1054.0,,,,3/25/2024,,
155654,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",A2,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 2,{0.00},459.0,,False,{0.00},,{6.00},12/23/2022,2.0,46.0,{0.00},False,{0.00},LAYOUT_2,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,184750.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,4016.3,0.0,52.0,0.0,564.0,1054.0,,,,3/25/2024,,
155552,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",A2,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 2,{0.00},459.0,,False,{0.00},,{5.00},12/23/2022,2.0,73.0,{0.00},False,{0.00},LAYOUT_3,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,260750.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,3571.92,0.0,78.0,0.0,564.0,1054.0,,,,3/25/2024,,
155671,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",A2,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 2,{0.00},459.0,,False,{0.00},,{4.00},12/23/2022,3.0,51.0,{0.00},False,{0.00},LAYOUT_2,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,198750.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,3897.06,0.0,55.0,0.0,564.0,1054.0,,,,3/25/2024,,
155704,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",A2,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 2,{0.00},459.0,,False,{0.00},,{5.00},12/23/2022,3.0,49.0,{0.00},False,{0.00},LAYOUT_2,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,198750.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,4056.12,0.0,54.0,0.0,564.0,1054.0,,,,3/25/2024,,
155560,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",A2,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 2,{0.00},459.0,,False,{0.00},,{6.00},12/23/2022,4.0,46.0,{0.00},False,{0.00},LAYOUT_2,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,192750.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,4190.22,0.0,52.0,0.0,564.0,1054.0,,,,3/25/2024,,
157394,RESERVED,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 57,{0.00},459.0,,False,{0.00},,{2.99},12/23/2022,4.0,64.68,{0.00},False,{0.00},LAYOUT_2,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,0.0,0.0,67.67,0.0,1018.0,1623.0,,,,3/25/2024,,
282315,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",O,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 9,{0.00},353.0,,False,{0.00},,{5.92},3/19/2023,3.0,32.59,{0.00},False,{0.00},LAYOUT_1,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,154856.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,4751.64,0.0,38.51,,551.0,4110.0,,,,3/5/2024,,
286476,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",C,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 15,{0.00},28.0,,False,{0.00},,{50.30},2/27/2024,7.0,112.92,{0.00},False,{0.00},LAYOUT_4,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,770700.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,6825.19,0.0,165.18,,2175.0,4166.0,,,,3/25/2024,,
157416,RESERVED,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 57,{0.00},459.0,,False,{0.00},,{3.34},12/23/2022,4.0,56.16,{0.00},False,{0.00},LAYOUT_2,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,0.0,0.0,59.5,0.0,1018.0,1623.0,,,,3/25/2024,,
157370,RESERVED,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 57,{0.00},459.0,,False,{0.00},,{7.78},12/23/2022,4.0,56.07,{0.00},False,{0.00},LAYOUT_2,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,181900.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,0.0,0.0,63.85,0.0,1018.0,1623.0,,,,3/25/2024,,
157384,RESERVED,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 57,{0.00},459.0,,False,{0.00},,{12.59},12/23/2022,5.0,102.49,{0.00},False,{0.00},LAYOUT_3,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,0.0,0.0,115.08,0.0,1018.0,1623.0,,,,3/25/2024,,
286442,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",A,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 15,{0.00},28.0,,False,{0.00},,{4.71},2/27/2024,4.0,51.42,{0.00},False,{0.00},LAYOUT_2,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,0.0,0.0,57.91,,2175.0,4166.0,,,,3/25/2024,,
156534,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 58,{0.00},459.0,,False,{0.00},,{0.00},12/23/2022,2.0,118.59,{0.00},False,{0.00},LAYOUT_3,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,270400.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,2280.12,0.0,118.59,0.0,1017.0,1621.0,,,,3/25/2024,,
207643,RESERVED,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 23,{0.00},232.0,,False,{0.00},,{88.16},8/7/2023,3.0,141.78,{0.00},False,{0.00},LAYOUT_4,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,0.0,0.0,229.94,,1889.0,3232.0,,,,3/25/2024,,
156518,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 58,{0.00},459.0,,False,{0.00},,{0.00},12/23/2022,3.0,115.09,{0.00},False,{0.00},LAYOUT_3,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,274900.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,2388.57,0.0,115.09,0.0,1017.0,1621.0,,,,3/25/2024,,
165025,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",B2,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 59,{0.00},496.0,,False,{0.00},,{5.40},11/16/2022,2.0,69.91,{0.00},False,{0.00},LAYOUT_3,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,219900.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,3145.47,0.0,75.31,,1021.0,1626.0,,,,3/25/2024,,
286458,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",B,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 15,{0.00},28.0,,False,{0.00},,{4.84},2/27/2024,3.0,56.49,{0.00},False,{0.00},LAYOUT_2,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,0.0,0.0,63.29,,2175.0,4166.0,,,,3/25/2024,,
246954,RESERVED,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 60,{0.00},174.0,,False,{0.00},,{8.60},10/4/2023,11.0,83.9,{0.00},False,{0.00},LAYOUT_3,0.0,{0.00},{0.00},"SE, SW",False,0.0,0.0,0.0,0.0,0.0,False,,424976.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,5065.27,0.0,92.5,,788.0,1069.0,,,,3/25/2024,,
239541,RESERVED,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 60,{0.00},210.0,,False,{0.00},,{6.30},8/29/2023,12.0,85.5,{0.00},False,{0.00},LAYOUT_3,0.0,{0.00},{0.00},"SW, NW",False,0.0,0.0,0.0,0.0,0.0,False,,437989.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,5122.68,0.0,91.8,,788.0,1069.0,,,,3/25/2024,,
286461,AVAILABLE,"{0.00,0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00}","{0.00,0.00,0.00,0.00,0.00}",B,,,False,0.0,Random City,False,0.0,,,0.0,,,0.0,,,0.0,Developer 15,{0.00},28.0,,False,{0.00},,{4.87},2/27/2024,6.0,42.18,{0.00},False,{0.00},LAYOUT_1_5,0.0,{0.00},{0.00},,False,0.0,0.0,0.0,0.0,0.0,False,,226800.0,0.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",0.0,5376.96,0.0,48.63,,2175.0,4166.0,,,,3/25/2024,,
