date_sold,price,first_seen,last_seen,external_id,floor_area,exterior_area,garden_area,terrace_area,balcony_area,layout,project_name,developer_name
3/25/2023 1:00,229301.00,1/27/2023,3/24/2023,9427d8d112512aed30c0f48489240c1f,53.7,{9.34},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 1,Developer 1
3/25/2023 1:00,204653.00,11/4/2022,3/24/2023,42b4e3b39c87348fe58a8666c9a6db97,51.0,{11.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 2,Developer 2
3/26/2023 1:00,261241.00,1/20/2023,3/27/2023,6f606ea16e825a4068ac3a35b277eb72,62.5,{3.89},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 3,Developer 3
3/26/2023 1:00,196109.00,1/20/2023,3/27/2023,f953609c4d0434f4c48d110ca3972068,48.6,{3.96},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 4,Developer 3
3/26/2023 1:00,476273.00,1/20/2023,3/27/2023,2903dac1291a3f40e4542e17c3d67f4e,85.4,{4.94},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 5,Developer 3
3/26/2023 1:00,268905.00,1/20/2023,4/1/2023,d2d359e18f99fb7ad499041e05ee7f81,62.4,{3.95},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 4,Developer 3
3/27/2023 2:00,222192.00,11/11/2022,3/25/2024,9df44a76b461bbe1a6541868d2d71c9e,49.11,{2.98},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 6,Developer 4
3/27/2023 2:00,219264.00,11/20/2022,3/25/2024,6fff4272b0eece5c0434180be5e91528,42.53,{3.24},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 6,Developer 4
3/28/2023 2:00,1363750.00,9/22/2022,3/11/2024,42fec65621c63dee1406cadd1cfaaeff,98.39,{32.29},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_4,Project 7,Developer 5
3/28/2023 2:00,261241.00,1/20/2023,3/27/2023,6f606ea16e825a4068ac3a35b277eb72,62.5,{3.89},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 3,Developer 3
3/28/2023 2:00,196109.00,1/20/2023,3/27/2023,f953609c4d0434f4c48d110ca3972068,48.6,{3.96},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 4,Developer 3
3/28/2023 2:00,476273.00,1/20/2023,3/27/2023,2903dac1291a3f40e4542e17c3d67f4e,85.4,{4.94},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 5,Developer 3
3/29/2023 2:00,,1/23/2023,3/5/2024,70e7cead9c96000035f70000f58c264f,75.98,{5.92},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 8,Developer 6
3/30/2023 2:00,158990.00,1/4/2023,3/25/2024,1f1720d90b25b51a88fdec562c61a3f0,56.1,{5.70},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 9,Developer 7
3/30/2023 2:00,129900.00,11/16/2022,6/7/2023,87c51ef9d1c2c94500bbef375fe29825,34.41,{2.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_1,Project 10,Developer 8
3/30/2023 2:00,219900.00,11/16/2022,6/7/2023,a4580fd91a951b01cb404b3f94ffa027,49.97,{16.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 10,Developer 8
3/30/2023 2:00,308657.00,11/3/2022,3/25/2024,eae4037af685471fe60b11ac0498343e,56.33,{12.92},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 11,Developer 9
3/30/2023 2:00,373700.00,11/3/2022,3/25/2024,3ac8222a1652a4294470d01e7dd1e8e7,71.35,{8.75},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 11,Developer 9
3/30/2023 2:00,286200.00,11/6/2022,3/25/2024,05d70cf6db708c7b02443129eca99b11,72.44,{6.71},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 12,Developer 10
3/30/2023 2:00,217500.00,11/6/2022,3/25/2024,51265577d52adb42b1d47625ecc2744a,56.49,{5.61},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 12,Developer 10
3/30/2023 2:00,214800.00,11/6/2022,3/25/2024,b57a6c81a319acf4a9d5f7b8f59902d8,56.49,{5.61},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 12,Developer 10
3/30/2023 2:00,173500.00,11/6/2022,3/25/2024,f6a67091c7bacbdbebcba33bbd18621b,39.02,{2.99},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_1_5,Project 12,Developer 10
3/30/2023 2:00,285400.00,11/6/2022,3/25/2024,9203ad6092756d0c5575d05a21900d2d,74.15,{4.79},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 12,Developer 10
3/30/2023 2:00,161300.00,11/26/2022,3/25/2024,fcac4cece5fe25f015d50ddd43dbe623,35.2,{6.89},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_1_5,Project 12,Developer 10
3/30/2023 2:00,166000.00,11/6/2022,3/25/2024,f6d6d55363c4062c0bdbaf3cb9c7e91d,36.93,{3.63},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_1_5,Project 12,Developer 10
3/30/2023 2:00,208500.00,11/6/2022,3/25/2024,2d8b9bb3cb86e95183101d3e48dbefba,53.07,{10.26},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 12,Developer 10
3/30/2023 2:00,291400.00,11/6/2022,3/25/2024,2169cfffab5f8686c9d729de6109ffe2,75.79,{8.18},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 12,Developer 10
4/1/2023 2:00,137510.00,11/14/2022,3/25/2024,4959c2c6849ec3ca4f039e981cbe6d61,52.65,{5.95},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 13,Developer 11
4/1/2023 2:00,306900.00,9/22/2022,3/25/2024,898512f2d9ec3cdaedcf787759e799f8,90.42,{5.50},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 14,Developer 12
4/2/2023 2:00,268905.00,1/20/2023,4/1/2023,d2d359e18f99fb7ad499041e05ee7f81,62.4,{3.95},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 4,Developer 3
4/3/2023 2:00,170880.00,11/10/2022,4/2/2023,e0e9de90259ea9ef877901842a24c39f,42.1,{2.80},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 15,Developer 13
4/6/2023 2:00,179900.00,11/16/2022,6/7/2023,535686129b3b17828922acc798f345a6,52.55,{6.98},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 10,Developer 8
4/6/2023 2:00,269500.00,11/3/2022,3/25/2024,3dd4aa43ff3720f378cf8a43d382fa41,50.73,{4.68},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 11,Developer 9
4/6/2023 2:00,194900.00,11/16/2022,9/26/2023,572ffca66f02af6edd8daf4835c5a766,71.99,{30.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 10,Developer 8
4/7/2023 2:00,,12/23/2022,3/25/2024,f17200ea06c967ad7b894404dd0a0f0f,55.74,{36.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 16,Developer 14
4/7/2023 2:00,,12/23/2022,3/25/2024,264318dee4ee1fa3d0fca629eaea2165,55.74,{78.49},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 16,Developer 14
4/7/2023 2:00,,12/23/2022,3/25/2024,19eb29d41b73c199cce2988cfd0df6ef,105.02,{320.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_4,Project 16,Developer 14
4/7/2023 2:00,,12/23/2022,3/25/2024,139adcdf8d578a8fc660ad6b06a09b7f,80.26,{106.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 16,Developer 14
4/7/2023 2:00,,12/23/2022,3/25/2024,1545f91bc68e28102c17f45b9ed0bbce,55.74,{71.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 16,Developer 14
4/7/2023 2:00,,12/23/2022,3/25/2024,03500fdccd2885a6a2e8e885db98bddd,55.74,{40.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 16,Developer 14
4/7/2023 2:00,238149.00,10/18/2022,3/25/2024,57ec76e593af5ace435a1206a9a8a45c,57.04,{5.29},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 17,Developer 15
4/7/2023 2:00,197900.00,12/23/2022,3/25/2024,288470029906103ce0c3d6c956ffd918,80.26,{156.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 16,Developer 14
4/7/2023 2:00,,12/23/2022,3/25/2024,20b47e2fd250945d36390e88a5c87d0c,105.02,{200.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_4,Project 16,Developer 14
4/7/2023 2:00,,12/23/2022,3/25/2024,44971507336e608ced166e1cbde999d7,55.74,{78.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 16,Developer 14
4/7/2023 2:00,,12/23/2022,3/25/2024,424a445ed6ddeeb2e84124d8245b5f53,55.74,{113.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 16,Developer 14
4/7/2023 2:00,,12/23/2022,3/25/2024,4e5cb79223a2da1639f1f9e6571a8791,80.26,{173.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 16,Developer 14
4/7/2023 2:00,153400.00,12/23/2022,3/25/2024,4ec612caef822a0008dd2434ee829d0f,55.74,{32.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 16,Developer 14
4/7/2023 2:00,,12/23/2022,3/25/2024,57a277d3e560e281b6ef75c0b606a706,80.26,{142.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 16,Developer 14
4/7/2023 2:00,,12/23/2022,3/25/2024,6c5a8b9a21a2da1b56ee73cb421ea2de,105.02,{194.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_4,Project 16,Developer 14
4/7/2023 2:00,,12/23/2022,3/25/2024,89eed06c3e811acf0cf7e9010e891d77,105.02,{238.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_4,Project 16,Developer 14
4/7/2023 2:00,,12/23/2022,3/25/2024,bad8f8308ac96e15cd0eabe1241a8fa3,136.4,{197.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_4,Project 16,Developer 14
4/7/2023 2:00,,12/23/2022,3/25/2024,9cbe5c0e02f6de1bd5c7d86c62bc8166,55.74,{87.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 16,Developer 14
4/7/2023 2:00,,12/23/2022,3/25/2024,befa9ddcef4a865933076eec20122fd2,105.02,{324.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_4,Project 16,Developer 14
4/7/2023 2:00,183900.00,12/23/2022,3/25/2024,c645007253933133399b2cee956553f8,80.26,{145.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 16,Developer 14
4/7/2023 2:00,,12/23/2022,3/25/2024,d0175a1a413a968a5112f6c61b67bf4a,105.02,{274.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_4,Project 16,Developer 14
4/7/2023 2:00,,12/23/2022,3/25/2024,fbdd23b32cce9db27d6a56620eb2a879,105.02,{285.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_4,Project 16,Developer 14
4/7/2023 2:00,192990.00,12/23/2022,3/25/2024,7276e10237bbb4fe157f9da352615e68,65.3,{23.70},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 18,Developer 16
4/7/2023 2:00,,3/29/2023,3/25/2024,1537ac2b290e58f6d1f1d200ab58f618,46.72,{6.89},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 19,Developer 17
4/7/2023 2:00,,3/29/2023,3/25/2024,0df66270b860c5a425ce4c36a3a03c6a,26.18,{66.97},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_1,Project 19,Developer 17
4/7/2023 2:00,,3/29/2023,3/25/2024,32e0bddea01457d82b5cac1c18725aca,49.64,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 19,Developer 17
4/7/2023 2:00,,3/27/2023,3/25/2024,4873d94e2a7ac4d49db5e85a8163179c,44.96,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 19,Developer 17
4/7/2023 2:00,,3/29/2023,3/25/2024,5c7849e1f932f11746a248de4aabda05,54.02,{7.31},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 19,Developer 17
4/7/2023 2:00,,3/27/2023,3/25/2024,54ad6d1f2a672a42df28fcc53349befb,73.31,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 19,Developer 17
4/7/2023 2:00,,3/27/2023,3/25/2024,45e3ac6ad78a3b920598c5707d9f6d3f,45.78,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 19,Developer 17
4/7/2023 2:00,,3/27/2023,3/25/2024,7eb49603309f98ebe532b77ac756ed77,47.7,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 19,Developer 17
4/7/2023 2:00,,3/27/2023,3/25/2024,80254b3637f5439d42a2f6de9abccb17,47.72,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 19,Developer 17
4/7/2023 2:00,,3/27/2023,3/25/2024,84f0df1fb33d76a21044b239d9cfdc1a,49.86,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 19,Developer 17
4/7/2023 2:00,,3/27/2023,3/25/2024,d7fd5bef120f3f2fba97ba3cb51eafee,43.45,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 19,Developer 17
4/7/2023 2:00,,3/29/2023,3/25/2024,9484b10a650b0bb41590a222fe48e2c6,49.8,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 19,Developer 17
4/7/2023 2:00,,3/27/2023,3/25/2024,aa3e05399641661b7e80493e318ad5a8,51.3,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 19,Developer 17
4/7/2023 2:00,,3/27/2023,3/25/2024,d7403aa2f64086f93773043fa2599c7c,54.07,{5.11},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 19,Developer 17
4/7/2023 2:00,314520.00,9/22/2022,10/4/2023,9d38d344b2a816d439f2e23eae77dc33,52.58,{4.79},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 20,Developer 18
4/7/2023 2:00,362900.00,9/22/2022,5/7/2023,0b31c9c046b67b8cc4c63ec3248ede68,39.0,{0.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 21,Developer 19
4/7/2023 2:00,525000.00,9/22/2022,3/25/2024,57172255b62ef05f9560eacd507457e7,64.55,{13.99},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 22,Developer 20
4/7/2023 2:00,,9/22/2022,11/15/2023,572fc44fb7a647f6530a54c5eb2113fe,218.0,{49.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",,Project 23,Developer 21
4/7/2023 2:00,339750.00,9/22/2022,3/25/2024,629079aa1e858c26b6b17366bd55b304,77.0,{5.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 24,Developer 5
4/7/2023 2:00,,3/31/2023,4/23/2023,028d8c24d95f9cdda727eaa096db5492,116.74,{10.75},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_4,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,057a461036f80d2e6ab09d238fe85032,48.67,{10.63},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,0732d72ce18bee60f51ac63d80f38959,48.67,{35.97},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,0ee937738086400d96c43684078ded43,46.66,{10.65},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,18301b04e700cac48487b4a2a232bbe5,114.92,{8.75},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_4,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,10985456c80ebe51afa900e8ce417dbf,46.16,{10.52},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,1567d36a5fa3acbc5099b97e57793998,33.25,{10.85},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_1,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,0ff1e52f37255ada48a59ce9775a39eb,49.02,{10.85},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,19130824b3a2c9f8869e65550b1ce92b,32.66,{10.63},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_1,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,0fef1e92b4e7afa36f29a950390b1e36,71.67,{10.59},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,191947d29666e7a49d37e457e13be85d,33.01,{10.78},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_1,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/7/2023,1998350304973916f2717f5b3c598de6,36.29,{8.65},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_1,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,2831d6be364472f59d2d7de6deefa2cf,58.27,{17.80},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,2b7babe2d96b1b3b1f3f70d34f786d19,48.79,{10.78},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/7/2023,1e76449d9e511e9ed486e666d08feb09,71.19,{10.59},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 25,Developer 22
4/7/2023 2:00,400000.00,3/31/2023,3/25/2024,2bfc10ecb81d39f6312b6ecf9685648f,84.63,{10.75},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,2e5197fd7a097964abe812e3957b1854,82.93,{9.70},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,324f368aad8ed9fd5815b6993f537fbd,71.63,{10.65},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/7/2023,34b37c0cca920f17837161bfddbe901f,114.94,{10.51},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_4,Project 25,Developer 22
4/7/2023 2:00,208000.00,3/31/2023,3/25/2024,3674d88c85f20484f1cfc2e731f283f4,33.01,{10.78},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_1,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,36ae2e5388d97f0eec9a6e4a8d5597a8,48.38,{9.66},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,3732e2c601b1b24b04cc362465700495,48.1,{9.73},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,37aa59c7fe25844e158ceebd4d853b51,52.75,{35.93},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,3ab6d9ae5a528ce0746cb61dbeaa01e2,120.18,{10.72},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_4,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,3dd42ce38e759f04f52cb56875244045,106.7,{112.85},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_4,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,42f0a84f8875f9909f9e731c38c3cb5b,83.15,{9.80},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,3f8b759a0efcffbe495ba3faa75e75f3,52.75,{9.83},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,470ea8b24d3097bca8f3d01ee257035c,49.02,{10.85},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,47a24a23aebba3020d69dc9f234e039b,52.53,{8.11},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,496d53e603901c0e6fa0c92ae0f190c6,52.5,{9.79},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,50b6543605e384d675b8d1c10e3158b1,47.5,{33.19},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,4e3b37aa7874bcd87befbbb66e839dfc,46.44,{10.60},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/7/2023,53d89fe1212abf6fd06c1f30f1ebf867,36.29,{10.51},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_1,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,5430c7a1def93be2db685b1a01b91c1b,36.29,{10.51},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_1,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,554a38d2355a178d1d674d5dd82e57b0,32.87,{10.69},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_1,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,5a13c71a72c02ae6fc4286baf87fc024,71.63,{10.65},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,5a6021c77dce5c9e6c94a7a9b5ff93da,48.32,{28.45},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,6637d4492d5d7b3d6934f6f87aa3f977,48.38,{9.66},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,6815a017cee70a92509d6d9f5951a9e1,117.32,{27.21},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_4,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,6ddcb19bca0741139c801f354eee8bc6,49.02,{10.85},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,6a5d6b9b98d4936afd5f8da3427bc0c3,118.77,{10.00},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_4,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,6fbe540174d7d00c6043eed921e72bbc,119.82,{10.63},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_4,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,7a5498a56309cdaf30899a08e9df2ecc,48.32,{9.79},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,6edfb6b7f7a1fc9d9f9465a46acca86b,82.93,{9.74},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,7794fd536b1a19b300dafbbb0c759ff1,139.68,{10.85},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_5,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,7c6732ba8d8c9908c75a9511c75a5292,116.47,{111.79},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_4,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,7cd4a137304b994e3cf5be332f7ecb2b,83.5,{10.83},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_3,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,83a61d5cd9d374280de2978ccec2e12d,48.79,{10.78},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,873339698d7999e42f1871d0bd7566c0,48.4,{29.25},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 25,Developer 22
4/7/2023 2:00,627000.00,3/31/2023,3/25/2024,884baaedc413246ffd3918e902ecb2d8,119.86,{121.41},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_4,Project 25,Developer 22
4/7/2023 2:00,,3/31/2023,4/23/2023,850fbcf7a06dda6680baf67ad00369c3,48.79,{10.78},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_2,Project 25,Developer 22
4/7/2023 2:00,190000.00,3/31/2023,3/25/2024,902635ca4b4326ed57f15696f2b82f9c,33.01,{10.78},{0.00},"{0.00,0.00}","{0.00,0.00,0.00}",LAYOUT_1,Project 25,Developer 22
